MSOA_code,number_measured,number_obese,obesity_rate,overcrowded_percent,lone_parent_percent,long_commute_percent,social_housing_percent,unemployment_rate,inactive_rate,nonwhite_percent,higher_education_percent,average_household_size,percent_age_10_11
E02000027,285.0,54.0,18.947368421052637,8.005427408412483,15.947925142392188,38.34735279564572,28.95522388059701,6.958166911919276,30.793946932006637,38.899253731343286,40.35201242396791,2.5880597014925373,2.477967858994297
E02000028,149.0,24.0,16.10738255033557,6.679035250463822,11.383928571428571,42.2106824925816,5.419450631031922,5.875576036866359,28.05755395683453,36.16891064871481,49.556854610597775,2.419606386929076,2.38495642868063
E02000029,230.0,53.0,23.043478260869566,7.827260458839406,15.299514301133296,38.481141692150864,9.228278467350243,7.321965897693079,25.32299741602067,34.35982225896456,43.170207044904544,2.5572045331894224,2.64626834814968
E02000030,184.0,40.0,21.73913043478261,4.261363636363636,10.943718021603184,45.25633470830879,11.224779766979257,4.11829134720701,33.34390527539909,34.92600422832981,48.10110174983798,2.6587098607558968,2.453209262979803
E02000031,161.0,32.0,19.875776397515526,4.354354354354354,9.203007518796992,41.16022099447514,6.011421701232342,5.784743028347545,29.63496637848223,37.99807969275084,56.49045521292217,2.4554187931552085,2.304092163686548
E02000032,301.0,41.0,13.621262458471762,3.4671532846715327,10.10211524434719,35.23219814241486,3.462099125364432,5.365610182181183,30.435878054925677,41.13126732174352,46.96450809464508,2.885932944606414,2.8316133903850997
E02000033,263.0,52.0,19.771863117870723,7.582260371959943,14.710933028048082,35.68329718004338,13.36576989124213,6.144762737808878,28.936122357174987,37.78252558191837,42.71518544436669,2.530337721808815,2.9040972534894194
E02000034,224.0,42.0,18.75,8.647140864714087,12.701949860724234,36.025848142164776,9.420289855072465,6.170752324598478,28.040057224606574,35.74650676642095,48.859576806815056,2.519230769230769,2.5440528634361232
E02000035,158.0,30.0,18.9873417721519,7.5177304964539005,10.22083805209513,40.625,10.113314447592067,6.872037914691943,28.65346302589945,40.494608532583214,55.48969799604855,2.325205557130706,2.461322081575246
E02000036,315.0,74.0,23.49206349206349,10.26615969581749,14.11198378515328,40.96334185848252,12.645717181956412,5.4005400540054005,27.51445086705202,44.9928850942725,44.56521739130434,2.8212474645030428,2.773333333333333
E02000037,323.0,47.0,14.551083591331269,8.198924731182796,11.314162859446384,42.11538461538461,13.74764595103578,6.1946902654867255,26.75406203840473,44.311156224047245,49.190110826939474,2.902314316469322,3.3632079829991683
E02000038,236.0,43.0,18.220338983050848,8.489388264669163,13.85421867199201,34.626168224299064,10.0374531835206,5.53452316567514,28.873962123332404,39.97014368352305,48.530432770192085,2.6075886170743883,2.8446185413169185
E02000039,142.0,26.0,18.30985915492958,7.289719626168225,8.7509349289454,39.53656770456191,4.268064395357544,5.055122344716321,27.022879464285715,36.28627232142857,52.83719285840552,2.6791323859386686,2.861130495464061
E02000040,207.0,35.0,16.908212560386474,6.552706552706552,11.329348135496726,42.732919254658384,17.72079772079772,5.413665138616023,29.21225382932166,45.16411378555799,52.876258794316456,2.5182440136830104,2.537737912929337
E02000041,246.0,50.0,20.32520325203252,13.533834586466163,13.307299489336136,40.954180444024566,10.9107303877367,6.64860358482701,28.050327764855147,46.61518933784642,42.40837696335078,2.821353383458647,2.855329949238578
E02000042,236.0,43.0,18.220338983050848,10.604453870625663,10.199321458863444,39.15799004074242,6.805172779308882,7.622203811101906,29.157293649420318,47.74634483951899,50.78673187327239,2.397327110733984,2.378481231620827
E02000043,190.0,23.0,12.105263157894736,4.119850187265917,8.408408408408409,39.6928051738076,2.213053263315829,4.240189623386884,27.67137762514859,45.95165764099855,61.63639450008488,2.802626641651032,3.0286999074196537
E02000044,246.0,52.0,21.138211382113823,15.98694942903752,18.931247963506028,36.73085955847816,27.524429967426716,8.129370629370628,26.02848101265823,51.492874915177566,40.0,2.875529488432714,3.0779676360755914
E02000045,330.0,70.0,21.21212121212121,11.17717003567182,16.892695693552223,27.57238307349666,21.22798667301285,8.147053389987068,27.28050171037628,40.2698593690612,45.18348623853211,2.494408755650725,2.83869742713377
E02000046,142.0,19.0,13.380281690140844,8.17391304347826,8.405696422368878,33.59486447931526,3.786036818339701,6.318883174136664,23.28118271853021,38.856978747846064,57.50877192982456,2.41820076415422,2.311889718552556
E02000047,394.0,99.0,25.12690355329949,20.783847980997624,20.75516504393256,36.46011639849366,31.045130641330164,8.493104608139927,29.293092317624275,57.465515850609016,35.89395678947918,2.913735741444867,2.9826682789197907
